cue target 1930, cosine similarity=0.09
spanish english 1970, cosine similarity=0.55
spanish english 1980, cosine similarity=0.50

spanish french 1930, cosine similarity=0.62
spanish french 1940, cosine similarity=0.58
spanish french 1950, cosine similarity=0.61
spanish french 1960, cosine similarity=0.59
spanish french 1970, cosine similarity=0.66
spanish french 1980, cosine similarity=0.54

spanish class 1930, cosine similarity=0.05
spanish class 1940, cosine similarity=0.06
spanish class 1950, cosine similarity=0.00
spanish class 1960, cosine similarity=0.07
spanish class 1970, cosine similarity=0.09
spanish class 1980, cosine similarity=0.10

spanish food 1930, cosine similarity=-0.04
spanish food 1940, cosine similarity=-0.11
spanish food 1950, cosine similarity=-0.08
spanish food 1960, cosine similarity=-0.13
spanish food 1970, cosine similarity=-0.09
spanish food 1980, cosine similarity=-0.04

spanish hola 1930, cosine similarity=0.00
spanish hola 1940, cosine similarity=0.00
spanish hola 1950, cosine similarity=0.00
spanish hola 1960, cosine similarity=0.00
spanish hola 1970, cosine similarity=0.00
spanish hola 1980, cosine similarity=0.00

spanish mexico 1930, cosine similarity=0.38
spanish mexico 1940, cosine similarity=0.37
spanish mexico 1950, cosine similarity=0.36
spanish mexico 1960, cosine similarity=0.38
spanish mexico 1970, cosine similarity=0.34
spanish mexico 1980, cosine similarity=0.33

spanish spain 1930, cosine similarity=0.44
spanish spain 1940, cosine similarity=0.47
spanish spain 1950, cosine similarity=0.48
spanish spain 1960, cosine similarity=0.50
spanish spain 1970, cosine similarity=0.45
spanish spain 1980, cosine similarity=0.46

spanish fly 1930, cosine similarity=0.07
spanish fly 1940, cosine similarity=0.03
spanish fly 1950, cosine similarity=0.01
spanish fly 1960, cosine similarity=0.09
spanish fly 1970, cosine similarity=0.03
spanish fly 1980, cosine similarity=0.05

spanish foreign 1930, cosine similarity=0.30
spanish foreign 1940, cosine similarity=0.23
spanish foreign 1950, cosine similarity=0.23
spanish foreign 1960, cosine similarity=0.27
spanish foreign 1970, cosine similarity=0.21
spanish foreign 1980, cosine similarity=0.19

spanish latin 1930, cosine similarity=0.44
spanish latin 1940, cosine similarity=0.43
spanish latin 1950, cosine similarity=0.39
spanish latin 1960, cosine similarity=0.37
spanish latin 1970, cosine similarity=0.41
spanish latin 1980, cosine similarity=0.37

spanish miami 1930, cosine similarity=0.10
spanish miami 1940, cosine similarity=0.16
spanish miami 1950, cosine similarity=0.08
spanish miami 1960, cosine similarity=0.12
spanish miami 1970, cosine similarity=0.10
spanish miami 1980, cosine similarity=0.16

spanish confusing 1930, cosine similarity=-0.17
spanish confusing 1940, cosine similarity=-0.07
spanish confusing 1950, cosine similarity=-0.05
spanish confusing 1960, cosine similarity=-0.11
spanish confusing 1970, cosine similarity=-0.11
spanish confusing 1980, cosine similarity=-0.03

spanish cuba 1930, cosine similarity=0.35
spanish cuba 1940, cosine similarity=0.36
spanish cuba 1950, cosine similarity=0.33
spanish cuba 1960, cosine similarity=0.27
spanish cuba 1970, cosine similarity=0.30
spanish cuba 1980, cosine similarity=0.28

spanish dictionary 1930, cosine similarity=0.14
spanish dictionary 1940, cosine similarity=0.18
spanish dictionary 1950, cosine similarity=0.12
spanish dictionary 1960, cosine similarity=0.16
spanish dictionary 1970, cosine similarity=0.20
spanish dictionary 1980, cosine similarity=0.14

spanish italian 1930, cosine similarity=0.56
spanish italian 1940, cosine similarity=0.52
spanish italian 1950, cosine similarity=0.55
spanish italian 1960, cosine similarity=0.52
spanish italian 1970, cosine similarity=0.54
spanish italian 1980, cosine similarity=0.53

spanish rice 1930, cosine similarity=-0.02
spanish rice 1940, cosine similarity=0.03
spanish rice 1950, cosine similarity=0.03
spanish rice 1960, cosine similarity=0.07
spanish rice 1970, cosine similarity=0.05
spanish rice 1980, cosine similarity=0.03

spanish school 1930, cosine similarity=0.11
spanish school 1940, cosine similarity=0.08
spanish school 1950, cosine similarity=0.05
spanish school 1960, cosine similarity=0.06
spanish school 1970, cosine similarity=0.08
spanish school 1980, cosine similarity=0.15

spank hit 1930, cosine similarity=0.00
spank hit 1940, cosine similarity=0.00
spank hit 1950, cosine similarity=0.00
spank hit 1960, cosine similarity=0.00
spank hit 1970, cosine similarity=0.00
spank hit 1980, cosine similarity=0.05

spank punish 1930, cosine similarity=0.00
spank punish 1940, cosine similarity=0.00
spank punish 1950, cosine similarity=0.00
spank punish 1960, cosine similarity=0.00
spank punish 1970, cosine similarity=0.00
spank punish 1980, cosine similarity=-0.00

spank hurt 1930, cosine similarity=0.00
spank hurt 1940, cosine similarity=0.00
spank hurt 1950, cosine similarity=0.00
spank hurt 1960, cosine similarity=0.00
spank hurt 1970, cosine similarity=0.00
spank hurt 1980, cosine similarity=0.12

spank child 1930, cosine similarity=0.00
spank child 1940, cosine similarity=0.00
spank child 1950, cosine similarity=0.00
spank child 1960, cosine similarity=0.00
spank child 1970, cosine similarity=0.00
spank child 1980, cosine similarity=-0.01

spank slap 1930, cosine similarity=0.00
spank slap 1940, cosine similarity=0.00
spank slap 1950, cosine similarity=0.00
spank slap 1960, cosine similarity=0.00
spank slap 1970, cosine similarity=0.00
spank slap 1980, cosine similarity=0.20

spank discipline 1930, cosine similarity=0.00
spank discipline 1940, cosine similarity=0.00
spank discipline 1950, cosine similarity=0.00
spank discipline 1960, cosine similarity=0.00
spank discipline 1970, cosine similarity=0.00
spank discipline 1980, cosine similarity=-0.01

spank bad 1930, cosine similarity=0.00
spank bad 1940, cosine similarity=0.00
spank bad 1950, cosine similarity=0.00
spank bad 1960, cosine similarity=0.00
spank bad 1970, cosine similarity=0.00
spank bad 1980, cosine similarity=0.01

spank paddle 1930, cosine similarity=0.00
spank paddle 1940, cosine similarity=0.00
spank paddle 1950, cosine similarity=0.00
spank paddle 1960, cosine similarity=0.00
spank paddle 1970, cosine similarity=0.00
spank paddle 1980, cosine similarity=0.27

spank pain 1930, cosine similarity=0.00
spank pain 1940, cosine similarity=0.00
spank pain 1950, cosine similarity=0.00
spank pain 1960, cosine similarity=0.00
spank pain 1970, cosine similarity=0.00
spank pain 1980, cosine similarity=0.12

spank cry 1930, cosine similarity=0.00
spank cry 1940, cosine similarity=0.00
spank cry 1950, cosine similarity=0.00
spank cry 1960, cosine similarity=0.00
spank cry 1970, cosine similarity=0.00
spank cry 1980, cosine similarity=0.18

spank kid 1930, cosine similarity=0.00
spank kid 1940, cosine similarity=0.00
spank kid 1950, cosine similarity=0.00
spank kid 1960, cosine similarity=0.00
spank kid 1970, cosine similarity=0.00
spank kid 1980, cosine similarity=0.19

spank ouch 1930, cosine similarity=0.00
spank ouch 1940, cosine similarity=0.00
spank ouch 1950, cosine similarity=0.00
spank ouch 1960, cosine similarity=0.00
spank ouch 1970, cosine similarity=0.00
spank ouch 1980, cosine similarity=0.00

spank reprimand 1930, cosine similarity=0.00
spank reprimand 1940, cosine similarity=0.00
spank reprimand 1950, cosine similarity=0.00
spank reprimand 1960, cosine similarity=0.00
spank reprimand 1970, cosine similarity=0.00
spank reprimand 1980, cosine similarity=0.04

spank scold 1930, cosine similarity=0.00
spank scold 1940, cosine similarity=0.00
spank scold 1950, cosine similarity=0.00
spank scold 1960, cosine similarity=0.00
spank scold 1970, cosine similarity=0.00
spank scold 1980, cosine similarity=0.18

spank beat 1930, cosine similarity=0.00
spank beat 1940, cosine similarity=0.00
spank beat 1950, cosine similarity=0.00
spank beat 1960, cosine similarity=0.00
spank beat 1970, cosine similarity=0.00
spank beat 1980, cosine similarity=0.13

spank father 1930, cosine similarity=0.00
spank father 1940, cosine similarity=0.00
spank father 1950, cosine similarity=0.00
spank father 1960, cosine similarity=0.00
spank father 1970, cosine similarity=0.00
spank father 1980, cosine similarity=0.11

spank naughty 1930, cosine similarity=0.00
spank naughty 1940, cosine similarity=0.00
spank naughty 1950, cosine similarity=0.00
spank naughty 1960, cosine similarity=0.00
spank naughty 1970, cosine similarity=0.00
spank naughty 1980, cosine similarity=0.14

spank whip 1930, cosine similarity=0.00
spank whip 1940, cosine similarity=0.00
spank whip 1950, cosine similarity=0.00
spank whip 1960, cosine similarity=0.00
spank whip 1970, cosine similarity=0.00
spank whip 1980, cosine similarity=0.16

spank wrong 1930, cosine similarity=0.00
spank wrong 1940, cosine similarity=0.00
spank wrong 1950, cosine similarity=0.00
spank wrong 1960, cosine similarity=0.00
spank wrong 1970, cosine similarity=0.00
spank wrong 1980, cosine similarity=0.03

spare tire 1930, cosine similarity=0.16
spare tire 1940, cosine similarity=0.17
spare tire 1950, cosine similarity=0.19
spare tire 1960, cosine similarity=0.21
spare tire 1970, cosine similarity=0.15
spare tire 1980, cosine similarity=0.22

spare extra 1930, cosine similarity=0.15
spare extra 1940, cosine similarity=0.22
spare extra 1950, cosine similarity=0.24
spare extra 1960, cosine similarity=0.17
spare extra 1970, cosine similarity=0.16
spare extra 1980, cosine similarity=0.21

spare rib 1930, cosine similarity=0.00
spare rib 1940, cosine similarity=-0.02
spare rib 1950, cosine similarity=-0.07
spare rib 1960, cosine similarity=0.05
spare rib 1970, cosine similarity=0.03
spare rib 1980, cosine similarity=0.12

spare change 1930, cosine similarity=-0.03
spare change 1940, cosine similarity=-0.06
spare change 1950, cosine similarity=0.02
spare change 1960, cosine similarity=0.04
spare change 1970, cosine similarity=-0.03
spare change 1980, cosine similarity=-0.06

spare time 1930, cosine similarity=0.17
spare time 1940, cosine similarity=0.28
spare time 1950, cosine similarity=0.24
spare time 1960, cosine similarity=0.29
spare time 1970, cosine similarity=0.21
spare time 1980, cosine similarity=0.27

spare save 1930, cosine similarity=0.37
spare save 1940, cosine similarity=0.27
spare save 1950, cosine similarity=0.30
spare save 1960, cosine similarity=0.36
spare save 1970, cosine similarity=0.31
spare save 1980, cosine similarity=0.28

spare additional 1930, cosine similarity=0.11
spare additional 1940, cosine similarity=0.17
spare additional 1950, cosine similarity=0.12
spare additional 1960, cosine similarity=0.16
spare additional 1970, cosine similarity=0.09
spare additional 1980, cosine similarity=0.14

spare another 1930, cosine similarity=0.06
spare another 1940, cosine similarity=0.02
spare another 1950, cosine similarity=0.03
spare another 1960, cosine similarity=0.09
spare another 1970, cosine similarity=0.06
spare another 1980, cosine similarity=0.01

spare bowling 1930, cosine similarity=-0.10
spare bowling 1940, cosine similarity=-0.08
spare bowling 1950, cosine similarity=-0.00
spare bowling 1960, cosine similarity=-0.03
spare bowling 1970, cosine similarity=0.00
spare bowling 1980, cosine similarity=0.05

spare parts 1930, cosine similarity=0.03
spare parts 1940, cosine similarity=0.13
spare parts 1950, cosine similarity=0.18
spare parts 1960, cosine similarity=0.19
spare parts 1970, cosine similarity=0.20
spare parts 1980, cosine similarity=0.22

spare strike 1930, cosine similarity=-0.03
spare strike 1940, cosine similarity=-0.03
spare strike 1950, cosine similarity=-0.07
spare strike 1960, cosine similarity=0.02
spare strike 1970, cosine similarity=0.00
spare strike 1980, cosine similarity=0.03

sparrow bird 1930, cosine similarity=0.41
sparrow bird 1940, cosine similarity=0.39
sparrow bird 1950, cosine similarity=0.43
sparrow bird 1960, cosine similarity=0.41
sparrow bird 1970, cosine similarity=0.38
sparrow bird 1980, cosine similarity=0.31

sparrow robin 1930, cosine similarity=0.33
sparrow robin 1940, cosine similarity=0.32
sparrow robin 1950, cosine similarity=0.37
sparrow robin 1960, cosine similarity=0.32
sparrow robin 1970, cosine similarity=0.33
sparrow robin 1980, cosine similarity=0.23

sparrow bluejay 1930, cosine similarity=0.00
sparrow bluejay 1940, cosine similarity=0.00
sparrow bluejay 1950, cosine similarity=0.00
sparrow bluejay 1960, cosine similarity=0.00
sparrow bluejay 1970, cosine similarity=0.00
sparrow bluejay 1980, cosine similarity=0.00

sparrow hawk 1930, cosine similarity=0.35
sparrow hawk 1940, cosine similarity=0.34
sparrow hawk 1950, cosine similarity=0.36
sparrow hawk 1960, cosine similarity=0.35
sparrow hawk 1970, cosine similarity=0.37
sparrow hawk 1980, cosine similarity=0.32

sparrow nest 1930, cosine similarity=0.34
sparrow nest 1940, cosine similarity=0.36
sparrow nest 1950, cosine similarity=0.29
sparrow nest 1960, cosine similarity=0.32
sparrow nest 1970, cosine similarity=0.26
sparrow nest 1980, cosine similarity=0.23

spatula cook 1930, cosine similarity=0.02
spatula cook 1940, cosine similarity=0.10
spatula cook 1950, cosine similarity=0.13
spatula cook 1960, cosine similarity=0.11
spatula cook 1970, cosine similarity=0.20
spatula cook 1980, cosine similarity=0.30

spatula eggs 1930, cosine similarity=0.05
spatula eggs 1940, cosine similarity=0.10
spatula eggs 1950, cosine similarity=0.02
spatula eggs 1960, cosine similarity=0.12
spatula eggs 1970, cosine similarity=0.15
spatula eggs 1980, cosine similarity=0.21

spatula pancakes 1930, cosine similarity=0.00
spatula pancakes 1940, cosine similarity=0.00
spatula pancakes 1950, cosine similarity=0.00
spatula pancakes 1960, cosine similarity=0.22
spatula pancakes 1970, cosine similarity=0.20
spatula pancakes 1980, cosine similarity=0.16

spatula utensil 1930, cosine similarity=0.00
spatula utensil 1940, cosine similarity=0.00
spatula utensil 1950, cosine similarity=0.00
spatula utensil 1960, cosine similarity=0.00
spatula utensil 1970, cosine similarity=0.00
spatula utensil 1980, cosine similarity=0.00

spatula flip 1930, cosine similarity=0.00
spatula flip 1940, cosine similarity=0.14
spatula flip 1950, cosine similarity=0.11
spatula flip 1960, cosine similarity=0.20
spatula flip 1970, cosine similarity=0.05
spatula flip 1980, cosine similarity=0.13

spatula spoon 1930, cosine similarity=0.33
spatula spoon 1940, cosine similarity=0.34
spatula spoon 1950, cosine similarity=0.35
spatula spoon 1960, cosine similarity=0.36
spatula spoon 1970, cosine similarity=0.43
spatula spoon 1980, cosine similarity=0.50

spatula fork 1930, cosine similarity=0.22
spatula fork 1940, cosine similarity=0.28
spatula fork 1950, cosine similarity=0.31
spatula fork 1960, cosine similarity=0.28
spatula fork 1970, cosine similarity=0.31
spatula fork 1980, cosine similarity=0.30

spatula fry 1930, cosine similarity=0.12
spatula fry 1940, cosine similarity=0.22
spatula fry 1950, cosine similarity=0.19
spatula fry 1960, cosine similarity=0.11
spatula fry 1970, cosine similarity=0.17
spatula fry 1980, cosine similarity=0.29

spatula cake 1930, cosine similarity=0.18
spatula cake 1940, cosine similarity=0.24
spatula cake 1950, cosine similarity=0.27
spatula cake 1960, cosine similarity=0.20
spatula cake 1970, cosine similarity=0.23
spatula cake 1980, cosine similarity=0.27

spatula food 1930, cosine similarity=-0.03
spatula food 1940, cosine similarity=0.03
spatula food 1950, cosine similarity=0.05
spatula food 1960, cosine similarity=0.07
spatula food 1970, cosine similarity=0.01
spatula food 1980, cosine similarity=0.15

spatula kitchen 1930, cosine similarity=0.07
spatula kitchen 1940, cosine similarity=0.07
spatula kitchen 1950, cosine similarity=0.14
spatula kitchen 1960, cosine similarity=0.11
spatula kitchen 1970, cosine similarity=0.16
spatula kitchen 1980, cosine similarity=0.15

spatula cookie 1930, cosine similarity=0.00
spatula cookie 1940, cosine similarity=0.00
spatula cookie 1950, cosine similarity=0.00
spatula cookie 1960, cosine similarity=0.37
spatula cookie 1970, cosine similarity=0.27
spatula cookie 1980, cosine similarity=0.31

spatula knife 1930, cosine similarity=0.29
spatula knife 1940, cosine similarity=0.37
spatula knife 1950, cosine similarity=0.36
spatula knife 1960, cosine similarity=0.31
spatula knife 1970, cosine similarity=0.34
spatula knife 1980, cosine similarity=0.36

spatula pan 1930, cosine similarity=0.22
spatula pan 1940, cosine similarity=0.19
spatula pan 1950, cosine similarity=0.22
spatula pan 1960, cosine similarity=0.11
spatula pan 1970, cosine similarity=0.21
spatula pan 1980, cosine similarity=0.30

spatula hamburger 1930, cosine similarity=0.00
spatula hamburger 1940, cosine similarity=0.00
spatula hamburger 1950, cosine similarity=0.00
spatula hamburger 1960, cosine similarity=0.22
spatula hamburger 1970, cosine similarity=0.14
spatula hamburger 1980, cosine similarity=0.20

spatula tool 1930, cosine similarity=0.17
spatula tool 1940, cosine similarity=0.21
spatula tool 1950, cosine similarity=0.21
spatula tool 1960, cosine similarity=0.21
spatula tool 1970, cosine similarity=0.05
spatula tool 1980, cosine similarity=0.13

spawn fish 1930, cosine similarity=0.30
spawn fish 1940, cosine similarity=0.24
spawn fish 1950, cosine similarity=0.24
spawn fish 1960, cosine similarity=0.28
spawn fish 1970, cosine similarity=0.29
spawn fish 1980, cosine similarity=0.26

spawn birth 1930, cosine similarity=0.07
spawn birth 1940, cosine similarity=0.14
spawn birth 1950, cosine similarity=0.03
spawn birth 1960, cosine similarity=0.12
spawn birth 1970, cosine similarity=0.03
spawn birth 1980, cosine similarity=0.02

spawn breed 1930, cosine similarity=0.16
spawn breed 1940, cosine similarity=0.19
spawn breed 1950, cosine similarity=0.11
spawn breed 1960, cosine similarity=0.27
spawn breed 1970, cosine similarity=0.14
spawn breed 1980, cosine similarity=0.19

spawn salmon 1930, cosine similarity=0.26
spawn salmon 1940, cosine similarity=0.24
spawn salmon 1950, cosine similarity=0.25
spawn salmon 1960, cosine similarity=0.21
spawn salmon 1970, cosine similarity=0.28
spawn salmon 1980, cosine similarity=0.18

spawn mate 1930, cosine similarity=0.17
spawn mate 1940, cosine similarity=0.08
spawn mate 1950, cosine similarity=0.09
spawn mate 1960, cosine similarity=0.05
spawn mate 1970, cosine similarity=0.03
spawn mate 1980, cosine similarity=0.09

spawn eggs 1930, cosine similarity=0.26
spawn eggs 1940, cosine similarity=0.22
spawn eggs 1950, cosine similarity=0.23
spawn eggs 1960, cosine similarity=0.22
spawn eggs 1970, cosine similarity=0.25
spawn eggs 1980, cosine similarity=0.20

spawn grow 1930, cosine similarity=0.08
spawn grow 1940, cosine similarity=0.20
spawn grow 1950, cosine similarity=0.13
spawn grow 1960, cosine similarity=0.22
spawn grow 1970, cosine similarity=0.07
spawn grow 1980, cosine similarity=0.14

spawn baby 1930, cosine similarity=0.09
spawn baby 1940, cosine similarity=0.05
spawn baby 1950, cosine similarity=0.12
spawn baby 1960, cosine similarity=0.16
spawn baby 1970, cosine similarity=0.07
spawn baby 1980, cosine similarity=0.05

spawn reproduce 1930, cosine similarity=0.07
spawn reproduce 1940, cosine similarity=0.12
spawn reproduce 1950, cosine similarity=0.09
spawn reproduce 1960, cosine similarity=0.02
spawn reproduce 1970, cosine similarity=0.03
spawn reproduce 1980, cosine similarity=0.02

spawn hatch 1930, cosine similarity=0.27
spawn hatch 1940, cosine similarity=0.22
spawn hatch 1950, cosine similarity=0.16
spawn hatch 1960, cosine similarity=0.14
spawn hatch 1970, cosine similarity=0.10
spawn hatch 1980, cosine similarity=0.16

spawn animal 1930, cosine similarity=0.06
spawn animal 1940, cosine similarity=0.14
spawn animal 1950, cosine similarity=0.11
spawn animal 1960, cosine similarity=0.13
spawn animal 1970, cosine similarity=0.06
spawn animal 1980, cosine similarity=0.09

spawn child 1930, cosine similarity=-0.03
spawn child 1940, cosine similarity=-0.08
spawn child 1950, cosine similarity=0.00
spawn child 1960, cosine similarity=0.10
spawn child 1970, cosine similarity=-0.07
spawn child 1980, cosine similarity=-0.05

spawn create 1930, cosine similarity=-0.02
spawn create 1940, cosine similarity=0.03
spawn create 1950, cosine similarity=-0.11
spawn create 1960, cosine similarity=0.12
spawn create 1970, cosine similarity=0.00
spawn create 1980, cosine similarity=0.08

spawn sex 1930, cosine similarity=0.05
spawn sex 1940, cosine similarity=-0.01
spawn sex 1950, cosine similarity=0.04
spawn sex 1960, cosine similarity=-0.10
spawn sex 1970, cosine similarity=0.00
spawn sex 1980, cosine similarity=-0.07

spawn trout 1930, cosine similarity=0.35
spawn trout 1940, cosine similarity=0.29
spawn trout 1950, cosine similarity=0.36
spawn trout 1960, cosine similarity=0.26
spawn trout 1970, cosine similarity=0.26
spawn trout 1980, cosine similarity=0.32

speak talk 1930, cosine similarity=0.45
speak talk 1940, cosine similarity=0.45
speak talk 1950, cosine similarity=0.49
speak talk 1960, cosine similarity=0.46
speak talk 1970, cosine similarity=0.54
speak talk 1980, cosine similarity=0.49

speak listen 1930, cosine similarity=0.34
speak listen 1940, cosine similarity=0.30
speak listen 1950, cosine similarity=0.42
speak listen 1960, cosine similarity=0.34
speak listen 1970, cosine similarity=0.39
speak listen 1980, cosine similarity=0.37

speak loud 1930, cosine similarity=0.25
speak loud 1940, cosine similarity=0.28
speak loud 1950, cosine similarity=0.24
speak loud 1960, cosine similarity=0.29
speak loud 1970, cosine similarity=0.34
speak loud 1980, cosine similarity=0.31

speak voice 1930, cosine similarity=0.32
speak voice 1940, cosine similarity=0.33
speak voice 1950, cosine similarity=0.31
speak voice 1960, cosine similarity=0.32
speak voice 1970, cosine similarity=0.30
speak voice 1980, cosine similarity=0.32

speak hear 1930, cosine similarity=0.38
speak hear 1940, cosine similarity=0.37
speak hear 1950, cosine similarity=0.38
speak hear 1960, cosine similarity=0.37
speak hear 1970, cosine similarity=0.42
speak hear 1980, cosine similarity=0.41

speak language 1930, cosine similarity=0.38
speak language 1940, cosine similarity=0.38
speak language 1950, cosine similarity=0.37
speak language 1960, cosine similarity=0.37
speak language 1970, cosine similarity=0.39
speak language 1980, cosine similarity=0.33

speak mouth 1930, cosine similarity=0.10
speak mouth 1940, cosine similarity=0.12
speak mouth 1950, cosine similarity=0.20
speak mouth 1960, cosine similarity=0.12
speak mouth 1970, cosine similarity=0.20
speak mouth 1980, cosine similarity=0.23

speak out 1930, cosine similarity=0.04
speak out 1940, cosine similarity=0.02
speak out 1950, cosine similarity=0.16
speak out 1960, cosine similarity=0.08
speak out 1970, cosine similarity=0.08
speak out 1980, cosine similarity=0.13

speak quiet 1930, cosine similarity=0.21
speak quiet 1940, cosine similarity=0.13
speak quiet 1950, cosine similarity=0.15
speak quiet 1960, cosine similarity=0.19
speak quiet 1970, cosine similarity=0.21
speak quiet 1980, cosine similarity=0.21

speak say 1930, cosine similarity=0.46
speak say 1940, cosine similarity=0.44
speak say 1950, cosine similarity=0.46
speak say 1960, cosine similarity=0.45
speak say 1970, cosine similarity=0.43
speak say 1980, cosine similarity=0.48

speak tongue 1930, cosine similarity=0.33
speak tongue 1940, cosine similarity=0.30
speak tongue 1950, cosine similarity=0.29
speak tongue 1960, cosine similarity=0.32
speak tongue 1970, cosine similarity=0.35
speak tongue 1980, cosine similarity=0.38

speak communicate 1930, cosine similarity=0.22
speak communicate 1940, cosine similarity=0.28
speak communicate 1950, cosine similarity=0.31
speak communicate 1960, cosine similarity=0.38
speak communicate 1970, cosine similarity=0.36
speak communicate 1980, cosine similarity=0.40

speak lecture 1930, cosine similarity=0.11
speak lecture 1940, cosine similarity=0.14
speak lecture 1950, cosine similarity=0.13
speak lecture 1960, cosine similarity=0.05
speak lecture 1970, cosine similarity=0.13
speak lecture 1980, cosine similarity=0.11

speak scream 1930, cosine similarity=0.16
speak scream 1940, cosine similarity=0.11
speak scream 1950, cosine similarity=0.13
speak scream 1960, cosine similarity=0.18
speak scream 1970, cosine similarity=0.16
speak scream 1980, cosine similarity=0.22

speak up 1930, cosine similarity=-0.00
speak up 1940, cosine similarity=0.03
speak up 1950, cosine similarity=0.08
speak up 1960, cosine similarity=0.13
speak up 1970, cosine similarity=0.11
speak up 1980, cosine similarity=0.19

speak yell 1930, cosine similarity=0.13
speak yell 1940, cosine similarity=0.11
speak yell 1950, cosine similarity=0.09
speak yell 1960, cosine similarity=0.12
speak yell 1970, cosine similarity=0.23
speak yell 1980, cosine similarity=0.21

speaker radio 1930, cosine similarity=0.15
speaker radio 1940, cosine similarity=0.16
speaker radio 1950, cosine similarity=0.14
speaker radio 1960, cosine similarity=0.10
speaker radio 1970, cosine similarity=0.09
speaker radio 1980, cosine similarity=0.09

speaker loud 1930, cosine similarity=0.26
speaker loud 1940, cosine similarity=0.30
speaker loud 1950, cosine similarity=0.25
speaker loud 1960, cosine similarity=0.30
speaker loud 1970, cosine similarity=0.25
speaker loud 1980, cosine similarity=0.21

speaker stereo 1930, cosine similarity=0.00
speaker stereo 1940, cosine similarity=0.00
speaker stereo 1950, cosine similarity=0.00
speaker stereo 1960, cosine similarity=0.05
speaker stereo 1970, cosine similarity=0.04
speaker stereo 1980, cosine similarity=0.11

speaker music 1930, cosine similarity=0.11
speaker music 1940, cosine similarity=0.14
speaker music 1950, cosine similarity=0.08
speaker music 1960, cosine similarity=0.06
speaker music 1970, cosine similarity=0.21
speaker music 1980, cosine similarity=0.12

speaker lecture 1930, cosine similarity=0.15
speaker lecture 1940, cosine similarity=0.13
speaker lecture 1950, cosine similarity=0.09
speaker lecture 1960, cosine similarity=0.13
speaker lecture 1970, cosine similarity=0.12
speaker lecture 1980, cosine similarity=0.10

speaker phone 1930, cosine similarity=0.14
speaker phone 1940, cosine similarity=0.13
speaker phone 1950, cosine similarity=0.14
speaker phone 1960, cosine similarity=0.09
speaker phone 1970, cosine similarity=0.11
speaker phone 1980, cosine similarity=0.07

speaker microphone 1930, cosine similarity=0.27
speaker microphone 1940, cosine similarity=0.32
speaker microphone 1950, cosine similarity=0.19
speaker microphone 1960, cosine similarity=0.22
speaker microphone 1970, cosine similarity=0.27
speaker microphone 1980, cosine similarity=0.25

speaker talk 1930, cosine similarity=0.12
speaker talk 1940, cosine similarity=0.18
speaker talk 1950, cosine similarity=0.16
speaker talk 1960, cosine similarity=0.16
speaker talk 1970, cosine similarity=0.18
speaker talk 1980, cosine similarity=0.18

speaker sound 1930, cosine similarity=0.13
speaker sound 1940, cosine similarity=0.11
speaker sound 1950, cosine similarity=0.09
speaker sound 1960, cosine similarity=0.12
speaker sound 1970, cosine similarity=0.11
speaker sound 1980, cosine similarity=0.08

speaker teacher 1930, cosine similarity=0.24
speaker teacher 1940, cosine similarity=0.25
speaker teacher 1950, cosine similarity=0.20
speaker teacher 1960, cosine similarity=0.27
speaker teacher 1970, cosine similarity=0.31
speaker teacher 1980, cosine similarity=0.25

speaker guest 1930, cosine similarity=0.30
speaker guest 1940, cosine similarity=0.26
speaker guest 1950, cosine similarity=0.23
speaker guest 1960, cosine similarity=0.29
speaker guest 1970, cosine similarity=0.28
speaker guest 1980, cosine similarity=0.26

speaker listen 1930, cosine similarity=0.21
speaker listen 1940, cosine similarity=0.23
speaker listen 1950, cosine similarity=0.20
speaker listen 1960, cosine similarity=0.22
speaker listen 1970, cosine similarity=0.25
speaker listen 1980, cosine similarity=0.20

speaker person 1930, cosine similarity=0.19
speaker person 1940, cosine similarity=0.14
speaker person 1950, cosine similarity=0.21
speaker person 1960, cosine similarity=0.23
speaker person 1970, cosine similarity=0.25
speaker person 1980, cosine similarity=0.22

speaker system 1930, cosine similarity=-0.09
speaker system 1940, cosine similarity=-0.03
speaker system 1950, cosine similarity=-0.04
speaker system 1960, cosine similarity=-0.10
speaker system 1970, cosine similarity=-0.09
speaker system 1980, cosine similarity=-0.08

speaker announcer 1930, cosine similarity=0.00
speaker announcer 1940, cosine similarity=0.17
speaker announcer 1950, cosine similarity=0.15
speaker announcer 1960, cosine similarity=0.18
speaker announcer 1970, cosine similarity=0.21
speaker announcer 1980, cosine similarity=0.20

speaker audience 1930, cosine similarity=0.32
speaker audience 1940, cosine similarity=0.39
speaker audience 1950, cosine similarity=0.32
speaker audience 1960, cosine similarity=0.32
speaker audience 1970, cosine similarity=0.31
speaker audience 1980, cosine similarity=0.44

speaker cerwin vegas 1930, cosine similarity=0.00
speaker cerwin vegas 1940, cosine similarity=0.00
speaker cerwin vegas 1950, cosine similarity=0.00
speaker cerwin vegas 1960, cosine similarity=0.00
speaker cerwin vegas 1970, cosine similarity=0.00
speaker cerwin vegas 1980, cosine similarity=0.00

speaker house 1930, cosine similarity=0.29
speaker house 1940, cosine similarity=0.25
speaker house 1950, cosine similarity=0.27
